Marital Status,Application Mode,Application Order,Course Name,Daytime/Evening Attendance,Previous Qualification,Nationality,Mother's Qualification,Father's Qualification,Mother's Occupation,Father's Occupation,Displaced Student,Special Educational Needs,Is Debtor,Tuition Fees Up-to-Date,"Gender (1=Male, 0=Female)",Scholarship Holder,Age at Enrollment,International Student,Credited Units (1st Sem),Enrolled Units (1st Sem),Evaluated Units (1st Sem),Approved Units (1st Sem),Average Grade (1st Sem),Not Evaluated Units (1st Sem),Credited Units (2nd Sem),Enrolled Units (2nd Sem),Evaluated Units (2nd Sem),Approved Units (2nd Sem),Average Grade (2nd Sem),Not Evaluated Units (2nd Sem),Unemployment Rate (%),Inflation Rate (%),GDP per Capita (USD),Student Status,FatherQual,PrevQual,MotherQual,Course_Field,MotherOcc_Simple,FatherOcc_Simple,ApplicationMode_Simple,ApplicationOrder_Simple,MaritalStatus_Simple,Nationality_Simple
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Service/Sales/Security,Unskilled Workers,No,No,No,Yes,Male,Yes,19,No,0,6,6,6,13.833333333333334,0,0,6,6,5,13.666666666666666,0,11.1,0.6,2.02,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,1,Single,Portuguese
Single,2nd phase—general contingent,2,Informatics Engineering,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Unskilled Workers,Skilled Industry Workers,No,No,No,Yes,Male,No,19,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,16.2,0.3,-0.92,Dropout,Secondary/Technical,Secondary/Technical,Secondary/Technical,Engineering,LowSkill,Skilled,General,2,Single,Portuguese
Single,Over 23 years old,1,Equiniculture,Daytime,11th year—not completed,Portuguese,Other—11th Year,Can read (no 4th year),Other Situation,Other Situation,No,No,No,No,Male,Yes,30,No,0,5,2,0,0.0,3,0,5,0,0,0.0,5,9.4,-0.8,-3.12,Dropout,Basic,Secondary_Incomplete,Secondary_Incomplete,Agriculture,Unemployed,Unemployed,Unknown,1,Single,Portuguese
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Administrative Staff,Service/Sales/Security,Yes,No,No,Yes,Male,No,19,No,0,7,7,0,0.0,0,0,7,7,0,0.0,0,15.5,2.8,-4.06,Dropout,Basic,Secondary/Technical,Secondary/Technical,Health,Skilled,LowSkill,General,1,Single,Portuguese
Single,2nd phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Administrative Staff,Administrative Staff,Yes,No,No,Yes,Male,No,21,No,0,5,5,1,10.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,Skilled,General,1,Single,Portuguese
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Technicians & Professionals,Service/Sales/Security,No,No,No,Yes,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout,Basic,Secondary/Technical,Secondary/Technical,Arts,Technical,LowSkill,General,1,Single,Portuguese
Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Service/Sales/Security,No,No,No,No,Male,No,29,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout,Basic,Secondary/Technical,Secondary/Technical,Agriculture,LowSkill,LowSkill,Unknown,1,Single,Portuguese
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Male,No,18,No,0,6,6,4,12.6,0,0,6,6,4,13.0,0,12.4,0.5,1.79,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,General,1,Single,Portuguese
Single,1st phase—general contingent,2,Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Administrative Staff,Service/Sales/Security,No,No,No,Yes,Male,No,21,No,0,5,5,3,11.25,0,0,5,5,3,11.0,0,15.5,2.8,-4.06,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,LowSkill,General,2,Single,Portuguese
Single,Transfer,1,Communication Design,Daytime,Secondary education,Portuguese,Higher Education Degree,Bachelor’s Degree,Technicians & Professionals,Legislative/Executive Officers,No,No,No,Yes,Male,No,20,No,6,7,7,7,12.375,0,4,7,7,4,11.25,0,13.9,-0.3,0.79,Dropout,HigherEd,Secondary/Technical,HigherEd,Communication,Technical,ArmedForces,Transfer/Other,1,Single,Portuguese
Single,Change in institution/course,1,Management (evening attendance),Evening,Secondary education,Portuguese,Accounting & Admin course,Higher Education Degree,Service/Sales/Security,Technicians & Professionals,No,No,Yes,Yes,Male,No,24,No,3,10,10,7,10.714285714285714,0,3,10,10,9,12.555555555555555,0,12.4,0.5,1.79,Enrolled,HigherEd,Secondary/Technical,Secondary/Technical,Management,LowSkill,Technical,Transfer/Other,1,Single,Portuguese
Single,2nd phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Scientific Specialists,Service/Sales/Security,Yes,No,No,No,Male,No,18,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout,Secondary/Technical,Secondary/Technical,Secondary/Technical,Communication,Professional,LowSkill,General,2,Single,Portuguese
Single,Transfer,1,Agronomy,Daytime,Secondary education,Portuguese,Secondary Education,Higher Education Degree,Administrative Staff,Scientific Specialists,Yes,No,No,Yes,Male,No,23,No,0,6,6,5,12.0,0,0,6,6,5,12.142857142857142,0,15.5,2.8,-4.06,Enrolled,HigherEd,Secondary/Technical,Secondary/Technical,Agriculture,Skilled,Professional,Transfer/Other,1,Single,Portuguese
Single,1st phase—general contingent,6,Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Legislative/Executive Officers,Farmers/Ag Workers,Yes,No,No,Yes,Male,No,19,No,0,5,5,5,12.6,0,0,5,5,3,12.666666666666666,0,8.9,1.4,3.51,Graduate,Basic,Secondary/Technical,Secondary/Technical,Management,ArmedForces,LowSkill,General,6,Single,Portuguese
Single,Holders of other higher courses,1,Tourism,Daytime,Higher education—degree,Portuguese,General commerce course,Basic Education 3rd Cycle,Technicians & Professionals,Technicians & Professionals,No,No,No,Yes,Male,No,34,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout,Basic,HigherEd,Secondary/Technical,Management,Technical,Technical,Transfer/Other,1,Single,Portuguese
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,No,20,No,0,8,8,7,12.84142857142857,0,0,8,8,7,12.84142857142857,0,10.8,1.4,1.74,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,1,Single,Portuguese
Married,Over 23 years old,1,Social Service,Daytime,Professional higher technical course,Portuguese,General commerce course,Basic Edu 2nd Cycle,Machine Operators,Machine Operators,No,No,No,Yes,Male,No,33,No,0,6,6,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,LowSkill,Unknown,1,Married,Portuguese
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Higher Education Degree,Administrative Staff,Legislative/Executive Officers,Yes,No,No,Yes,Male,No,18,No,0,6,6,6,14.166666666666666,0,0,6,6,6,12.833333333333334,0,9.4,-0.8,-3.12,Graduate,HigherEd,Secondary/Technical,Secondary/Technical,Communication,Skilled,ArmedForces,General,1,Single,Portuguese
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Doctorate,Higher Education Degree,Administrative Staff,Administrative Staff,Yes,No,No,Yes,Male,No,20,No,0,6,6,6,12.166666666666666,0,0,6,6,3,12.0,0,12.4,0.5,1.79,Enrolled,HigherEd,Secondary/Technical,Doctorate,Communication,Skilled,Skilled,General,1,Single,Portuguese
Single,2nd phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Scientific Specialists,Technicians & Professionals,Yes,No,No,Yes,Male,No,19,No,0,6,6,4,10.8,0,0,6,6,3,11.0,0,13.9,-0.3,0.79,Dropout,HigherEd,Secondary/Technical,HigherEd,Communication,Professional,Technical,General,1,Single,Portuguese
Single,2nd phase—general contingent,5,Journalism and Communication,Daytime,Secondary education,Portuguese,Accounting & Admin course,Secondary Education,Administrative Staff,Administrative Staff,Yes,No,No,Yes,Male,No,18,No,0,6,6,6,13.0,0,0,6,6,0,0.0,0,7.6,2.6,0.32,Dropout,Secondary/Technical,Secondary/Technical,Secondary/Technical,Communication,Skilled,Skilled,General,5,Single,Portuguese
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Skilled Industry Workers,Unskilled Workers,No,No,No,No,Male,No,28,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,LowSkill,Unknown,1,Single,Portuguese
Single,1st phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,Doctorate,Secondary Education,Legislative/Executive Officers,Service/Sales/Security,No,No,No,Yes,Male,No,18,No,0,5,5,5,13.0,0,0,5,5,5,13.333333333333334,0,16.2,0.3,-0.92,Graduate,Secondary/Technical,Secondary/Technical,Doctorate,Management,ArmedForces,LowSkill,General,1,Single,Portuguese
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Bachelor’s Degree,Higher Education Degree,Technicians & Professionals,Technicians & Professionals,Yes,No,Yes,Yes,Male,No,25,No,0,6,6,6,11.571428571428571,0,0,6,6,6,11.571428571428571,0,15.5,2.8,-4.06,Dropout,HigherEd,Secondary/Technical,HigherEd,Communication,Technical,Technical,General,1,Single,Portuguese
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Administrative Staff,Farmers/Ag Workers,No,Yes,Yes,No,Male,No,19,No,0,6,6,4,11.5,0,0,6,6,5,11.0,0,8.9,1.4,3.51,Dropout,Basic,Secondary/Technical,Secondary/Technical,Social,Skilled,LowSkill,General,1,Single,Portuguese
Single,3rd phase—general contingent,2,Communication Design,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Education 3rd Cycle,Service/Sales/Security,Service/Sales/Security,No,No,No,Yes,Male,No,18,No,0,6,6,5,11.0,0,0,6,6,4,10.75,0,9.4,-0.8,-3.12,Graduate,Basic,Secondary/Technical,Secondary/Technical,Communication,LowSkill,LowSkill,General,2,Single,Portuguese
Single,Holders of other higher courses,1,Agronomy,Daytime,Higher education—degree,Portuguese,Higher Education Degree,Higher Education Degree,Farmers/Ag Workers,Scientific Specialists,Yes,No,No,Yes,Male,No,29,No,1,6,6,6,17.11111111111111,0,2,6,6,6,15.571428571428571,0,13.9,-0.3,0.79,Graduate,HigherEd,HigherEd,HigherEd,Agriculture,LowSkill,Professional,Transfer/Other,1,Single,Portuguese
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Bachelor’s Degree,Bachelor’s Degree,Technicians & Professionals,Scientific Specialists,Yes,No,No,Yes,Male,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled,HigherEd,Secondary/Technical,HigherEd,Arts,Technical,Professional,General,1,Single,Portuguese
Single,1st phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Higher Education Degree,Bachelor’s Degree,Administrative Staff,Service/Sales/Security,No,No,No,Yes,Male,Yes,20,No,0,6,6,6,12.571428571428571,0,0,6,6,6,12.166666666666666,0,8.9,1.4,3.51,Graduate,HigherEd,Secondary/Technical,HigherEd,Management,Skilled,LowSkill,General,1,Single,Portuguese
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,Portuguese,Higher Education Degree,Basic Education 3rd Cycle,Scientific Specialists,Farmers/Ag Workers,No,No,No,Yes,Male,No,20,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout,Basic,Secondary/Technical,HigherEd,Agriculture,Professional,LowSkill,Transfer/Other,1,Single,Portuguese
Single,1st phase—general contingent,4,Communication Design,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Scientific Specialists,Scientific Specialists,Yes,No,No,Yes,Male,No,18,No,0,6,6,6,14.5,0,0,6,6,6,15.166666666666666,0,9.4,-0.8,-3.12,Graduate,HigherEd,Secondary/Technical,HigherEd,Communication,Professional,Professional,General,4,Single,Portuguese
Single,1st phase—general contingent,6,Tourism,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Scientific Specialists,Scientific Specialists,Yes,No,No,Yes,Male,Yes,21,No,0,6,6,6,13.5,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,Graduate,Secondary/Technical,Secondary/Technical,HigherEd,Management,Professional,Professional,General,6,Single,Portuguese
Single,2nd phase—general contingent,2,Tourism,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Scientific Specialists,Scientific Specialists,No,No,No,No,Male,No,18,No,0,6,6,5,11.2,0,0,6,6,2,10.0,0,9.4,-0.8,-3.12,Dropout,HigherEd,Secondary/Technical,HigherEd,Management,Professional,Professional,General,2,Single,Portuguese
Single,1st phase—general contingent,5,Informatics Engineering,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Other Situation,Other Situation,Yes,No,No,Yes,Male,No,20,No,0,5,5,3,10.666666666666666,0,0,5,5,4,12.25,0,7.6,2.6,0.32,Graduate,Basic,Secondary/Technical,Secondary/Technical,Engineering,Unemployed,Unemployed,General,5,Single,Portuguese
Single,Change in course,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,No,23,No,9,13,13,9,11.0,0,4,11,11,7,11.571428571428571,0,15.5,2.8,-4.06,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,LowSkill,Transfer/Other,1,Single,Portuguese
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,Secondary Education,Basic Edu 1st Cycle,Unskilled Workers,Machine Operators,No,No,No,Yes,Female,No,26,No,0,1,1,0,0.0,0,0,5,5,0,0.0,0,16.2,0.3,-0.92,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,Unknown,1,Single,Portuguese
Single,2nd phase—general contingent,3,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Machine Operators,Machine Operators,No,No,Yes,Yes,Female,No,19,No,0,5,5,1,10.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,General,3,Single,Portuguese
Single,Over 23 years old,1,Oral Hygiene,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,Yes,No,Female,Yes,24,No,0,7,7,5,12.36,0,1,8,8,5,12.0,0,8.9,1.4,3.51,Dropout,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,Unknown,1,Single,Portuguese
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,20,No,0,6,6,6,15.25,0,0,6,6,6,14.714285714285714,0,11.1,0.6,2.02,Graduate,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,Skilled,General,1,Single,Portuguese
Single,2nd phase—general contingent,1,Management (evening attendance),Evening,Secondary education,Portuguese,Accounting & Admin course,Higher Education Degree,Unskilled Workers,Technicians & Professionals,Yes,No,Yes,No,Female,No,26,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,10.8,1.4,1.74,Dropout,HigherEd,Secondary/Technical,Secondary/Technical,Management,LowSkill,Technical,General,1,Single,Portuguese
Single,Over 23 years old,1,Management,Daytime,Other—11th year,Portuguese,General commerce course,Basic Edu 1st Cycle,Skilled Industry Workers,Unskilled Workers,No,No,No,Yes,Female,No,31,No,0,5,3,1,13.0,2,0,5,5,4,12.25,0,10.8,1.4,1.74,Dropout,Basic,Secondary_Incomplete,Secondary/Technical,Management,Skilled,LowSkill,Unknown,1,Single,Portuguese
Married,Change in course,1,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Armed Forces,Yes,No,No,Yes,Female,No,27,No,0,8,8,8,13.81375,0,0,8,8,8,13.81375,0,9.4,-0.8,-3.12,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,ArmedForces,Transfer/Other,1,Married,Portuguese
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,No,No,Yes,Yes,Female,No,24,No,0,6,6,6,13.285714285714286,0,0,6,6,6,12.875,0,11.1,0.6,2.02,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,1,Single,Portuguese
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,Portuguese,General commerce course,Basic Edu 2nd Cycle,Care Workers,Unskilled Industry/Transport,Yes,No,No,Yes,Female,No,23,No,0,6,6,4,11.5,0,0,6,6,4,12.2,0,8.9,1.4,3.51,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,Transfer/Other,1,Single,Portuguese
Single,1st phase—general contingent,2,Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Machine Operators,Yes,No,No,Yes,Female,Yes,20,No,0,7,7,7,11.9625,0,0,8,8,8,13.044444444444444,0,13.9,-0.3,0.79,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,2,Single,Portuguese
Single,1st phase—general contingent,6,Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Female,No,20,No,0,7,7,6,13.683333333333332,0,0,8,8,6,13.116666666666667,0,11.1,0.6,2.02,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,6,Single,Portuguese
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Secondary Education,Unskilled Workers,Administrative Staff,Yes,No,No,Yes,Female,No,24,No,0,8,8,7,14.985714285714286,0,0,8,8,7,14.985714285714286,0,12.7,3.7,-1.7,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Health,LowSkill,Skilled,Unknown,1,Single,Portuguese
Married,Over 23 years old,1,Management,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,No,34,No,0,5,5,4,11.25,0,0,5,5,4,11.5,0,11.1,0.6,2.02,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,Unknown,1,Married,Portuguese
Single,1st phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Technicians & Professionals,Unskilled Workers,Yes,No,No,Yes,Female,No,18,No,0,6,6,4,12.5,0,0,6,6,5,12.6,0,12.7,3.7,-1.7,Graduate,Basic,Secondary/Technical,Secondary/Technical,Communication,Technical,LowSkill,General,2,Single,Portuguese
Single,2nd phase—general contingent,3,Veterinary Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,No,20,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,3,Single,Portuguese
Single,1st phase—general contingent,2,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Technicians & Professionals,Yes,No,No,Yes,Female,No,18,No,0,7,7,7,13.78,0,0,8,8,8,13.661,0,15.5,2.8,-4.06,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Health,Skilled,Technical,General,2,Single,Portuguese
