Marital Status,Application Mode,Application Order,Course Name,Daytime/Evening Attendance,Previous Qualification,Nationality,Mother's Qualification,Father's Qualification,Mother's Occupation,Father's Occupation,Displaced Student,Special Educational Needs,Is Debtor,Tuition Fees Up-to-Date,"Gender (1=Male, 0=Female)",Scholarship Holder,Age at Enrollment,International Student,Credited Units (1st Sem),Enrolled Units (1st Sem),Evaluated Units (1st Sem),Approved Units (1st Sem),Average Grade (1st Sem),Not Evaluated Units (1st Sem),Credited Units (2nd Sem),Enrolled Units (2nd Sem),Evaluated Units (2nd Sem),Approved Units (2nd Sem),Average Grade (2nd Sem),Not Evaluated Units (2nd Sem),Unemployment Rate (%),Inflation Rate (%),GDP per Capita (USD),Student Status,FatherQual,PrevQual,MotherQual,Course_Field,MotherOcc_Simple,FatherOcc_Simple,ApplicationMode_Simple,ApplicationOrder_Simple,MaritalStatus_Simple,Nationality_Simple,Pass Rate (1st Sem),Pass Rate (2nd Sem),Total Approved Units,Total Enrolled Units,Total Evaluated Units,Grade Difference,Load Category,Debt Risk,Tuition Stable,Socioeconomic Stress Score,Financial Hardship,Econ_Disadvantage
Single,2nd phase—general contingent,2,Tourism,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,Yes,0,0,1,Female,1,18,No,0,6,6,6,12.833333333333334,0,0,6,6,6,12.333333333333334,0,13.9,-0.3,0.79,Graduate,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,General,2,Single,Portuguese,1.0,1.0,12,12,12,-0.5,Low Load,0,0,13.6,-0.37974683544303794,1
Single,2nd phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Skilled Industry Workers,No,0,0,1,Female,1,19,No,0,5,5,5,12.875,0,0,5,5,5,11.833333333333334,0,13.9,-0.3,0.79,Graduate,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,Skilled,General,1,Single,Portuguese,1.0,1.0,10,10,10,-1.041666666666666,Low Load,0,0,13.6,-0.37974683544303794,1
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Skilled Industry Workers,Yes,0,0,1,Female,1,22,No,0,6,6,6,12.166666666666666,0,0,6,6,6,12.5,0,12.4,0.5,1.79,Graduate,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,Skilled,General,1,Single,Portuguese,1.0,1.0,12,12,12,0.3333333333333339,Low Load,0,0,12.9,0.27932960893854747,1
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Farmers/Ag Workers,Farmers/Ag Workers,Yes,0,0,1,Female,0,21,No,0,6,6,6,13.428571428571429,0,0,6,6,6,12.857142857142858,0,15.5,2.8,-4.06,Graduate,Basic,Secondary/Technical,Secondary/Technical,Agriculture,LowSkill,LowSkill,Transfer/Other,1,Single,Portuguese,1.0,1.0,12,12,12,-0.5714285714285712,Low Load,0,0,18.3,-0.6896551724137931,0
Single,2nd phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,0,0,1,Female,1,21,No,0,6,6,6,14.5,0,0,6,6,6,14.666666666666666,0,8.9,1.4,3.51,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,1,Single,Portuguese,1.0,1.0,12,12,12,0.16666666666666607,Low Load,0,0,10.3,0.39886039886039887,1
Single,1st phase—general contingent,1,Basic Education,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Technicians & Professionals,Skilled Industry Workers,No,0,0,1,Female,1,20,No,0,7,7,7,12.142857142857142,0,0,7,7,7,12.857142857142858,0,11.1,0.6,2.02,Graduate,Basic,Secondary/Technical,Secondary/Technical,Education,Technical,Skilled,General,1,Single,Portuguese,1.0,1.0,14,14,14,0.7142857142857153,Low Load,0,0,11.7,0.297029702970297,1
Married,1st phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,0,0,1,Female,0,19,No,0,5,5,4,11.25,0,0,5,5,3,11.714285714285714,0,10.8,1.4,1.74,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,General,1,Married,Portuguese,0.8,0.6,7,10,10,0.4642857142857135,Low Load,0,0,12.200000000000001,0.8045977011494252,0
Single,1st phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Technicians & Professionals,Yes,0,0,1,Female,0,18,No,0,7,7,6,13.9,0,0,7,7,6,13.9,0,7.6,2.6,0.32,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,Technical,General,4,Single,Portuguese,0.8571428571428571,0.8571428571428571,12,14,14,0.0,Low Load,0,0,10.2,8.125,0
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Machine Operators,No,0,0,1,Female,0,26,No,0,7,7,3,13.766666666666666,0,0,7,7,3,12.066666666666668,0,13.9,-0.3,0.79,Dropout,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,Unknown,1,Single,Portuguese,0.42857142857142855,0.42857142857142855,6,14,14,-1.6999999999999975,Low Load,0,0,13.6,-0.37974683544303794,0
Single,"Ordinance No. 533-A/99, item b2) (Different Plan)",1,Management,Daytime,Higher education—bachelor’s degree,Portuguese,2nd cycle general high school,Unknown,Student,Student,Yes,0,0,1,Female,0,31,No,13,15,15,13,11.615384615384617,0,11,14,14,11,12.545454545454543,0,7.6,2.6,0.32,Dropout,Unknown,HigherEd,Secondary/Technical,Management,Unemployed,Unemployed,Ordinance,1,Single,Portuguese,0.8666666666666667,0.7857142857142857,24,29,29,0.9300699300699264,Medium Load,0,0,10.2,8.125,0
Single,2nd phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Machine Operators,Yes,0,0,1,Female,1,18,No,0,6,6,6,15.166666666666666,0,0,6,6,6,14.142857142857142,0,11.1,0.6,2.02,Graduate,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,LowSkill,General,1,Single,Portuguese,1.0,1.0,12,12,12,-1.0238095238095237,Low Load,0,0,11.7,0.297029702970297,1
Divorced,Holders of other higher courses,1,Management,Daytime,Higher education—degree,Portuguese,General commerce course,Secondary Education,Service/Sales/Security,Service/Sales/Security,No,0,0,1,Female,0,34,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout,Secondary/Technical,HigherEd,Secondary/Technical,Management,LowSkill,LowSkill,Transfer/Other,1,Separated/Divorced,Portuguese,0.0,0.0,0,10,10,0.0,Low Load,0,0,11.7,0.297029702970297,0
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,0,0,1,Female,0,19,No,0,5,4,2,14.5,1,0,5,5,3,11.333333333333334,0,12.7,3.7,-1.7,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,1,Single,Portuguese,0.4,0.6,5,10,9,-3.166666666666666,Low Load,0,0,16.4,-2.1764705882352944,0
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Skilled Industry Workers,Skilled Industry Workers,No,0,0,1,Female,1,19,No,0,6,6,5,10.8,0,0,6,6,6,10.714285714285714,0,15.5,2.8,-4.06,Graduate,Basic,Secondary/Technical,Secondary/Technical,Social,Skilled,Skilled,General,1,Single,Portuguese,0.8333333333333334,1.0,11,12,12,-0.08571428571428719,Low Load,0,0,18.3,-0.6896551724137931,1
Single,1st phase—general contingent,2,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Administrative Staff,Technicians & Professionals,No,0,0,1,Female,0,18,No,0,7,7,7,13.995714285714287,0,0,8,8,8,14.955555555555556,0,11.1,0.6,2.02,Graduate,Secondary/Technical,Secondary/Technical,HigherEd,Health,Skilled,Technical,General,2,Single,Portuguese,1.0,1.0,15,15,15,0.9598412698412684,Low Load,0,0,11.7,0.297029702970297,0
Single,2nd phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Administrative Staff,Unskilled Workers,No,0,0,1,Female,0,20,No,0,6,6,6,13.285714285714286,0,0,6,6,6,11.8,0,12.4,0.5,1.79,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,Skilled,LowSkill,General,1,Single,Portuguese,1.0,1.0,12,12,12,-1.4857142857142858,Low Load,0,0,12.9,0.27932960893854747,0
Single,1st phase—general contingent,4,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Service/Sales/Security,Yes,0,0,1,Female,1,19,No,6,12,12,12,12.75,0,4,11,11,11,13.25,0,8.9,1.4,3.51,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Arts,LowSkill,LowSkill,General,4,Single,Portuguese,1.0,1.0,23,23,23,0.5,Medium Load,0,0,10.3,0.39886039886039887,1
Single,Change in course,1,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Service/Sales/Security,Service/Sales/Security,No,0,0,1,Female,1,21,No,0,6,6,2,10.5,0,0,6,6,5,12.4,0,10.8,1.4,1.74,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,LowSkill,Transfer/Other,1,Single,Portuguese,0.3333333333333333,0.8333333333333334,7,12,12,1.9000000000000004,Low Load,0,0,12.200000000000001,0.8045977011494252,1
Single,2nd phase—general contingent,1,Basic Education,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,No,0,1,1,Female,1,18,No,0,7,7,7,12.714285714285714,0,0,7,7,7,12.285714285714286,0,16.2,0.3,-0.92,Graduate,Basic,Secondary/Technical,Secondary/Technical,Education,LowSkill,LowSkill,General,1,Single,Portuguese,1.0,1.0,14,14,14,-0.42857142857142705,Low Load,0,0,16.5,-0.3260869565217391,2
Single,Transfer,1,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Administrative Staff,Unskilled Workers,No,0,0,1,Female,0,23,No,0,8,8,8,12.88625,0,0,8,8,8,12.88625,0,9.4,-0.8,-3.12,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,Skilled,LowSkill,Transfer/Other,1,Single,Portuguese,1.0,1.0,16,16,16,0.0,Low Load,0,0,8.6,0.25641025641025644,0
Single,1st phase—general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,No,0,0,1,Female,1,21,No,0,6,6,5,13.0,0,0,6,6,6,12.666666666666666,0,16.2,0.3,-0.92,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Communication,LowSkill,LowSkill,General,1,Single,Portuguese,0.8333333333333334,1.0,11,12,12,-0.3333333333333339,Low Load,0,0,16.5,-0.3260869565217391,1
Single,1st phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,No,0,0,1,Female,1,19,No,0,5,5,5,12.2,0,0,5,5,5,11.2,0,11.1,0.6,2.02,Graduate,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,General,1,Single,Portuguese,1.0,1.0,10,10,10,-1.0,Low Load,0,0,11.7,0.297029702970297,1
Single,1st phase—general contingent,2,Management,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Education 3rd Cycle,Technicians & Professionals,Skilled Industry Workers,Yes,0,0,1,Female,0,19,No,0,5,5,4,12.8,0,0,5,5,3,14.5,0,10.8,1.4,1.74,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Management,Technical,Skilled,General,2,Single,Portuguese,0.8,0.6,7,10,10,1.6999999999999993,Low Load,0,0,12.200000000000001,0.8045977011494252,0
Single,Short cycle diploma holders,1,Veterinary Nursing,Daytime,Professional higher technical course,Portuguese,General commerce course,Basic Edu 1st Cycle,Administrative Staff,Unskilled Workers,Yes,0,0,1,Female,0,20,No,7,11,11,11,13.785714285714286,0,4,9,9,9,13.88888888888889,0,8.9,1.4,3.51,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,Skilled,LowSkill,Transfer/Other,1,Single,Portuguese,1.0,1.0,20,20,20,0.10317460317460281,Medium Load,0,0,10.3,0.39886039886039887,0
Single,Change in course,1,Management,Daytime,Secondary education,Portuguese,Higher Education Degree,Basic Education 3rd Cycle,Scientific Specialists,Unskilled Workers,No,0,0,1,Female,0,18,No,0,5,5,0,0.0,0,0,5,3,4,13.25,2,16.2,0.3,-0.92,Enrolled,Basic,Secondary/Technical,HigherEd,Management,Professional,LowSkill,Transfer/Other,1,Single,Portuguese,0.0,0.8,4,10,8,13.25,Low Load,0,0,16.5,-0.3260869565217391,0
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Skilled Industry Workers,Yes,0,0,1,Female,1,18,No,0,8,8,8,14.50125,0,0,8,8,8,14.50125,0,9.4,-0.8,-3.12,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,Skilled,General,1,Single,Portuguese,1.0,1.0,16,16,16,0.0,Low Load,0,0,8.6,0.25641025641025644,1
Married,1st phase—general contingent,5,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Administrative Staff,No,0,0,1,Female,0,19,No,0,7,7,6,14.35,0,0,7,7,6,14.35,0,7.6,2.6,0.32,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,Skilled,Skilled,General,5,Married,Portuguese,0.8571428571428571,0.8571428571428571,12,14,14,0.0,Low Load,0,0,10.2,8.125,0
Single,2nd phase—general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Education 3rd Cycle,Service/Sales/Security,Service/Sales/Security,No,0,0,1,Female,1,21,No,0,6,6,6,11.5,0,0,6,6,6,12.333333333333334,0,9.4,-0.8,-3.12,Graduate,Basic,Secondary/Technical,Secondary/Technical,Communication,LowSkill,LowSkill,General,1,Single,Portuguese,1.0,1.0,12,12,12,0.8333333333333339,Low Load,0,0,8.6,0.25641025641025644,1
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,Yes,1,0,1,Female,1,18,No,0,6,6,6,11.714285714285714,0,0,6,6,6,14.666666666666666,0,12.7,3.7,-1.7,Graduate,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,LowSkill,General,1,Single,Portuguese,1.0,1.0,12,12,12,2.9523809523809526,Low Load,0,0,16.4,-2.1764705882352944,2
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Education 3rd Cycle,Skilled Industry Workers,Skilled Industry Workers,No,0,0,1,Female,0,20,No,0,6,6,6,13.571428571428571,0,0,6,6,5,13.6,0,15.5,2.8,-4.06,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,Skilled,General,1,Single,Portuguese,1.0,0.8333333333333334,11,12,12,0.02857142857142847,Low Load,0,0,18.3,-0.6896551724137931,0
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Service/Sales/Security,No,0,0,1,Female,0,18,No,0,6,6,5,13.0,0,0,6,6,6,13.666666666666666,0,12.7,3.7,-1.7,Graduate,Basic,Secondary/Technical,Secondary/Technical,Communication,LowSkill,LowSkill,General,1,Single,Portuguese,0.8333333333333334,1.0,11,12,12,0.6666666666666661,Low Load,0,0,16.4,-2.1764705882352944,0
Single,2nd phase—general contingent,5,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Skilled Industry Workers,Yes,0,0,1,Female,1,18,No,0,7,7,7,13.56875,0,0,8,8,8,14.02625,0,15.5,2.8,-4.06,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,Skilled,General,5,Single,Portuguese,1.0,1.0,15,15,15,0.4574999999999996,Low Load,0,0,18.3,-0.6896551724137931,1
Married,Change in course,1,Management (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,0,0,1,Female,0,32,No,1,5,5,5,10.2,0,0,5,5,4,11.25,0,9.4,-0.8,-3.12,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,Transfer/Other,1,Married,Portuguese,1.0,0.8,9,10,10,1.0500000000000007,Low Load,0,0,8.6,0.25641025641025644,0
Single,2nd phase—general contingent,2,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Technicians & Professionals,Technicians & Professionals,Yes,0,0,1,Female,0,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate,HigherEd,Secondary/Technical,HigherEd,Arts,Technical,Technical,General,2,Single,Portuguese,0.0,0.0,0,0,0,0.0,Low Load,0,0,13.6,-0.37974683544303794,0
Single,1st phase—special contingent (Madeira Island),3,Basic Education,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,0,0,1,Female,0,19,No,0,6,6,5,12.2,0,0,6,6,5,11.8,0,10.8,1.4,1.74,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Education,LowSkill,LowSkill,SpecialRegional,3,Single,Portuguese,0.8333333333333334,0.8333333333333334,10,12,12,-0.3999999999999986,Low Load,0,0,12.200000000000001,0.8045977011494252,0
Single,1st phase—general contingent,3,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Unskilled Workers,Technicians & Professionals,Yes,0,0,1,Female,1,18,No,0,8,8,8,14.15375,0,0,8,8,8,14.15375,0,9.4,-0.8,-3.12,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,Technical,General,3,Single,Portuguese,1.0,1.0,16,16,16,0.0,Low Load,0,0,8.6,0.25641025641025644,1
Single,1st phase—general contingent,6,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Service/Sales/Security,No,0,0,0,Female,0,18,No,0,8,0,0,0.0,8,0,8,0,0,0.0,8,9.4,-0.8,-3.12,Dropout,Secondary/Technical,Secondary/Technical,Secondary/Technical,Health,Skilled,LowSkill,General,6,Single,Portuguese,0.0,0.0,0,16,0,0.0,Low Load,0,0,8.6,0.25641025641025644,1
Single,1st phase—general contingent,5,Journalism and Communication,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Technicians & Professionals,Service/Sales/Security,Yes,0,0,1,Female,0,20,No,0,6,6,6,13.833333333333334,0,0,6,6,6,12.833333333333334,0,11.1,0.6,2.02,Graduate,Basic,Secondary/Technical,Secondary/Technical,Communication,Technical,LowSkill,General,5,Single,Portuguese,1.0,1.0,12,12,12,-1.0,Low Load,0,0,11.7,0.297029702970297,0
Single,1st phase—special contingent (Azores Island),1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Other—11th Year,Administrative Staff,Administrative Staff,Yes,0,0,1,Female,0,19,No,0,6,6,6,13.428571428571429,0,0,6,6,4,14.0,0,12.4,0.5,1.79,Enrolled,Secondary_Incomplete,Secondary/Technical,Secondary/Technical,Management,Skilled,Skilled,SpecialRegional,1,Single,Portuguese,1.0,0.6666666666666666,10,12,12,0.5714285714285712,Low Load,0,0,12.9,0.27932960893854747,0
Single,2nd phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Unskilled Workers,Service/Sales/Security,Yes,0,0,1,Female,0,19,No,0,8,8,7,12.454285714285716,0,0,8,8,7,12.454285714285716,0,10.8,1.4,1.74,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,4,Single,Portuguese,0.875,0.875,14,16,16,0.0,Low Load,0,0,12.200000000000001,0.8045977011494252,0
Single,2nd phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Skilled Industry Workers,Service/Sales/Security,No,0,0,1,Female,0,18,No,0,5,4,1,11.0,1,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,LowSkill,General,1,Single,Portuguese,0.2,0.0,1,10,9,-11.0,Low Load,0,0,8.6,0.25641025641025644,0
Single,1st phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Skilled Industry Workers,Yes,0,0,1,Female,0,18,No,0,7,7,0,0.0,0,0,8,8,0,0.0,0,15.5,2.8,-4.06,Dropout,Basic,Secondary/Technical,Secondary/Technical,Health,Skilled,Skilled,General,4,Single,Portuguese,0.0,0.0,0,15,15,0.0,Low Load,0,0,18.3,-0.6896551724137931,0
Single,2nd phase—general contingent,3,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Skilled Industry Workers,Machine Operators,Yes,0,0,1,Female,1,18,No,0,7,7,6,13.271666666666668,0,0,8,8,7,12.94375,0,12.4,0.5,1.79,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,Skilled,LowSkill,General,3,Single,Portuguese,0.8571428571428571,0.875,13,15,15,-0.32791666666666863,Low Load,0,0,12.9,0.27932960893854747,1
Single,2nd phase—general contingent,6,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Basic Edu 2nd Cycle,Scientific Specialists,Unskilled Workers,Yes,0,0,1,Female,0,20,No,0,7,7,6,13.548333333333334,0,0,8,8,6,14.775,0,11.1,0.6,2.02,Enrolled,Basic,Secondary/Technical,HigherEd,Health,Professional,LowSkill,General,6,Single,Portuguese,0.8571428571428571,0.75,12,15,15,1.2266666666666666,Low Load,0,0,11.7,0.297029702970297,0
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Scientific Specialists,Service/Sales/Security,No,0,0,1,Female,0,19,No,0,6,6,6,12.166666666666666,0,0,6,6,6,12.5,0,16.2,0.3,-0.92,Enrolled,HigherEd,Secondary/Technical,HigherEd,Communication,Professional,LowSkill,General,1,Single,Portuguese,1.0,1.0,12,12,12,0.3333333333333339,Low Load,0,0,16.5,-0.3260869565217391,0
